task_id,track_id_a,track_id_b,culture_a,culture_b,label_a,label_b,title_a,title_b,audio_path_a,audio_path_b,source_url_a,source_url_b,uncertainty,uncertainty_method,question,similar,rationale,annotator,notes
pal_0011,great_britain_0083,germany_0070,great_britain,germany,"[10, 76]","[10, 76]",Over The Lust And Greed,Sheep,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0083.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0070.mp3,,,2.0228090286254883,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0012,india_saraga_0073,china_jingju_0068,india,china,Raag Kedar,lsxp,Raag Kedar,Jiang_shen_er,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0073.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0068.wav,,,2.0228090286254883,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0013,italy_0028,italy_0070,italy,italy,"[659, 5, 1235]","[18, 1235]",The Deadly Poppy Field,Goodbye,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0028.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0070.mp3,,,2.0228090286254883,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0014,italy_0029,germany_0011,italy,germany,[4],[1235],Suburban Jive,Skinny Cat,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0029.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0011.mp3,,,2.0228090286254883,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0015,modern_english_pop_0018,italy_0043,modern_english_pop,italy,"['groove', 'pop']",[4],,Daily Damage,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0018.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0043.mp3,,,2.0228090286254883,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0016,russia_0098,turkey_modern_0072,russia,turkey,"[107, 18, 1235, 5]",,Phoenix,,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0098.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0072.mp3,,,2.0228090286254883,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0017,russia_0103,italy_0005,russia,italy,"[107, 18, 1235, 5]",[4],Jump In Infinity,Balzi Mossi (Mozambiguo),E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0103.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0005.mp3,,,2.0228090286254883,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0018,china_ctis_0058,china_ctis_0008,china,china,T0260,T0260,中阮,中阮,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0058.wav,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0008.wav,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0019,great_britain_0007,france_0089,great_britain,france,"[10, 76]","[10, 76]",Hiway Code,Concerts,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0007.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0089.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0020,great_britain_0018,india_saraga_0095,great_britain,india,"[267, 1235]",Raag Bahar,Remembering Past Everything,Raag Bahar,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0018.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0095.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0021,great_britain_0081,russia_0079,great_britain,russia,"[18, 1235]","[107, 18, 1235, 5]",The Rolling Hills of England,The Loneliness,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0081.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0079.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0022,great_britain_0097,modern_english_pop_0007,great_britain,modern_english_pop,"[17, 103]","['pop', 'classical']",Night & Day,,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0097.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0007.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0023,indonesia_gamelan_0047,italy_0052,indonesia,italy,orchestra/target,"[18, 1235, 13]",,Burn me Alive,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_gamelan_0047.wav,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0052.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0024,italy_0006,france_0042,italy,france,[4],"[17, 103]",End up,Six Feet Under,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0006.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0042.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0025,italy_0067,great_britain_0035,italy,great_britain,"[18, 1235]",[],The death of Satellite,Fractal,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0067.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0035.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0026,modern_english_pop_0108,modern_english_pop_0099,modern_english_pop,modern_english_pop,"['folk', 'pop', 'singersongwriter', 'popfolk']","['folk', 'pop', 'singersongwriter', 'popfolk']",,,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0108.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0099.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0027,russia_0002,russia_0048,russia,russia,"[107, 5, 1235]","[10, 76]",Pianochocolate - long long letter,27 (Full Version),E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0002.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0048.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0028,turkey_modern_0139,india_saraga_0063,turkey,india,,Raag Bihag,,Raag Bihag,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0139.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0063.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0029,france_0064,turkey_modern_0080,france,turkey,"[267, 1235]",,Transe animale,,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0064.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0080.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0030,germany_0074,russia_0021,germany,russia,[17],[],Unless You Trade,Blind Alley (feat. Kira Lao),E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0074.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0021.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0031,germany_0095,modern_english_pop_0069,germany,modern_english_pop,"[17, 3, 4, 103]","['folk', 'instrumentalpop']",Springtime,,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0095.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0069.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0032,great_britain_0077,russia_0016,great_britain,russia,"[33, 10, 76, 17]","[10, 76]",Kiss And Tell (breezy bossa nova),Devil Exit From Fashion,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0077.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0016.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0033,great_britain_0094,germany_0019,great_britain,germany,"[10, 76]","[107, 1235]",Dogs of the World in Colour,IV,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0094.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0019.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0034,india_saraga_0044,russia_0054,india,russia,Raag Rageshri,"[107, 1235]",Raag Rageshri,Försiktigt,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0044.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0054.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0035,india_saraga_0099,india_saraga_0100,india,india,Bhairavi Thumri,Raag Lalit Pancham,Bhairavi Thumri,Raag Lalit Pancham,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0099.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0100.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0036,india_saraga_0102,turkey_modern_0106,india,turkey,Raag Todi,,Raag Todi,,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0102.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0106.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0037,india_saraga_0105,india_saraga_0084,india,india,Raga Lalit - Khayal,Raag Marwa,Raga Lalit - Khayal,Raag Marwa,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0105.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0084.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0038,russia_0072,france_0065,russia,france,"[107, 18, 1235, 5]","[17, 103, 49]",Train,Pretty Girls,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0072.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0065.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0039,france_0023,france_0102,france,france,"[179, 4]","[179, 4]",Hungaria,Swing 39,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0023.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0102.mp3,,,1.9792048931121826,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0040,italy_0070,italy_0028,italy,italy,"[18, 1235]","[659, 5, 1235]",Goodbye,The Deadly Poppy Field,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0070.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0028.mp3,,,1.9792048931121826,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0041,russia_0024,great_britain_0047,russia,great_britain,[8],[],"Orientalische Motive, 1 Teil",Gloria's Euphoria,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0024.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0047.mp3,,,1.9792048931121826,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0042,russia_0090,russia_0058,russia,russia,"[107, 18, 1235]","[659, 5, 1235]",Now You Are Here,owl's secret,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0090.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0058.mp3,,,1.9792048931121826,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0043,turkey_modern_0125,indonesia_gamelan_0004,turkey,indonesia,,orchestra/mixture,,,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0125.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_gamelan_0004.wav,,,1.9792048931121826,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0044,germany_0055,indonesia_gamelan_0031,germany,indonesia,[17],orchestra/target,1st Movement,,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0055.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_gamelan_0031.wav,,,1.935600996017456,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0045,italy_0035,france_0074,italy,france,[],"[19, 14]",Medicine Sound,Ayo,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0035.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0074.mp3,,,1.935600996017456,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0046,france_0090,indonesia_gamelan_0012,france,indonesia,"[107, 1235]",orchestra/target,Beyond the grey clouds: 曇り空のかなたに,,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0090.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_gamelan_0012.wav,,,1.9072847366333008,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0047,germany_0057,germany_0004,germany,germany,[],"[538, 18, 1235]",Keep Going,Herein Bitte,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0057.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0004.mp3,,,1.9072847366333008,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0048,germany_0085,turkey_modern_0067,germany,turkey,"[17, 3, 4, 103]",,Indian Summer,,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0085.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0067.mp3,,,1.9072847366333008,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
