config_path,category,flavor,tracked_status,suite_name,data,tracks,interactions,constraints,out,model_id,window_count,max_seconds,output_dimensionality,epochs,batch_size,lr,seed,bootstrap_seed,prefer_cuda,device,latent_dim,hidden_dim,negative_samples,recall_k,lambda_constraints,lambda_rank,lambda_domain,lambda_contrast,lambda_cov,lambda_tc,lambda_hsic,lambda_source,ranking_negatives,constraint_margin,vertexai,vertex_project,vertex_location,api_key_file
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_bpr.run.json,benchmark,run,tracked,"""v3_main_culturemert_stage3_bpr""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,4,256,0.001,42,42,true,,64,128,2,200,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_bprhybrid.run.json,benchmark,run,tracked,"""v3_main_culturemert_stage3_bprhybrid""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,12,512,0.005,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_bprlistwise.run.json,benchmark,run,tracked,"""v3_main_culturemert_stage3_bprlistwise""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,12,512,0.005,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_bprlistwise_tuned.run.json,benchmark,run,tracked,"""v3_main_culturemert_stage3_bprlistwise_tuned""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,12,512,0.005,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_dcascal.run.json,benchmark,run,tracked,"""v3_main_culturemert_stage3_dcascal""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,12,512,0.005,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_lambdamart.run.json,benchmark,run,local_or_ignored,"""v3_main_culturemert_stage3_lambdamart""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,12,512,0.005,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_lightfmlike.run.json,benchmark,run,tracked,"""v3_main_culturemert_stage3_lightfmlike""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,4,256,0.001,42,42,true,,64,128,2,200,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_culturemert_stage3_stronghybrid.run.json,benchmark,run,tracked,"""v3_main_culturemert_stage3_stronghybrid""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""",,,,,4,256,0.001,42,42,true,,,128,2,80,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_gemini.run.json,benchmark,run,local_or_ignored,"""v3_main_gemini_embedding2""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main.csv""",,,,,4,256,0.001,42,42,true,,,128,2,,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_gemini_harmonized_open.run.json,benchmark,run,local_or_ignored,"""v3_main_gemini_harmonized_open_prepal""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_v3_main_harmonized.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed.csv""",,,,,4,256,0.001,42,42,true,,,128,2,200,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v3_gemini_open.run.json,benchmark,run,tracked,"""v3_main_gemini_open_prepal""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed.csv""",,,,,4,256,0.001,42,42,true,,,128,2,200,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v4_main_culturemert_lambdamart.run.json,benchmark,run,tracked,"""v4_main_culturemert_lambdamart""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_culturemert_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/main/interactions_synth_mixed_culturemert_mw3.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/interactions_synth_mixed_culturemert_mw3.csv""",,,,,12,512,0.005,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v4_main_culturemert_stage3_lambdamart.run.json,benchmark,run,tracked,"""v4_main_culturemert_stage3_lambdamart""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_culturemert_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/main/interactions_synth_mixed.csv""",,,,,,,12,512,0.003,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v4_main_gemini_stage3_lambdamart.run.json,benchmark,run,tracked,"""v4_main_gemini_stage3_lambdamart""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_gemini_embedding2_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/main/interactions_synth_mixed.csv""",,,,,,,12,512,0.003,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v4_routeA_small_culturemert_lambdamart.run.json,benchmark,run,tracked,"""v4_routeA_small_culturemert_lambdamart""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/routeA_small/tracks_culturemert_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/routeA_small/interactions_synth_mixed.csv""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/routeA_small/interactions_synth_mixed.csv""",,,,,12,512,0.005,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v4_routeA_small_culturemert_stage3_lambdamart.run.json,benchmark,run,tracked,"""v4_routeA_small_culturemert_stage3_lambdamart""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/routeA_small/tracks_culturemert_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/routeA_small/interactions_synth_mixed.csv""",,,,,,,10,512,0.003,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/benchmark/recommender_benchmark_v4_routeA_small_gemini_stage3_lambdamart.run.json,benchmark,run,tracked,"""v4_routeA_small_gemini_stage3_lambdamart""",,"""E:/Desktop/Echo/storage/public/research_dataset_v4/routeA_small/tracks_gemini_embedding2_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/routeA_small/interactions_synth_mixed.csv""",,,,,,,10,512,0.003,42,42,true,,64,256,6,120,,,,,,,,,,,,,,
configs/dataset/research_dataset_v4_main_from_v3.json,dataset,other,tracked,,,,,,,"""ntua-slp/CultureMERT-95M""",3,30.0,768,,,,42,,,,,,,,,,,,,,,,,,,,,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/dataset/research_dataset_v4_manifest.example.json,dataset,example,tracked,,,,,,,"""ntua-slp/CultureMERT-95M""",3,30.0,768,,,,42,,,,,,,,,,,,,,,,,,,,,
configs/dataset/research_dataset_v4_routeA_small.json,dataset,other,tracked,,,,,,,"""ntua-slp/CultureMERT-95M""",3,30.0,768,,,,42,,,,,,,,,,,,,,,,,,,,,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/culturemert_v3_main_multiwindow.run.json,embedding,run,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""ntua-slp/CultureMERT-95M""",3,30.0,,,,,,,,"""cuda""",,,,,,,,,,,,,,,,,,
configs/embedding/culturemert_v3_main_multiwindow_layerweighted.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3_layerweighted.npz""","""ntua-slp/CultureMERT-95M""",3,30.0,,,,,,,,"""cuda""",,,,,,,,,,,,,,,,,,
configs/embedding/gemini_embedding2_v2_alt_kazakhstan.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_alt_kazakhstan.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,,,,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/gemini_embedding2_v2_alt_kazakhstan.local.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_alt_kazakhstan.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,,,,null
configs/embedding/gemini_embedding2_v2_main.api_fullrun.tmp.json,embedding,tmp,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,null
configs/embedding/gemini_embedding2_v2_main.api_smoke.tmp.json,embedding,tmp,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main_api_smoke.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,null
configs/embedding/gemini_embedding2_v2_main.api_smoke10.tmp.json,embedding,tmp,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main_api_smoke10.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,null
configs/embedding/gemini_embedding2_v2_main.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/gemini_embedding2_v2_main.local.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,null
configs/embedding/gemini_embedding2_v2_main.local.json,embedding,local,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,null
configs/embedding/gemini_embedding2_v2_main.smoketest.local.json,embedding,local,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main_smoketest.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,,,,null
configs/embedding/gemini_embedding2_v2_main.vertex_express_smoke.tmp.json,embedding,tmp,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main_vertex_express_smoke.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,true,null,null,null
configs/embedding/gemini_embedding2_v2_main.vertex_smoke.tmp.json,embedding,tmp,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main_vertex_smoke.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,true,null,"""us-central1""",null
configs/embedding/gemini_embedding2_v3_main.api_fullrun.tmp.json,embedding,tmp,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/gemini_embedding2_v3_main.api_smoke.tmp.json,embedding,tmp,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_smoke.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/gemini_embedding2_v3_main.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/gemini_embedding2_v3_main.local.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,null
configs/embedding/gemini_embedding2_v3_main.local.json,embedding,local,local_or_ignored,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""gemini-embedding-2-preview""",,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/gemini_embedding2_v3_main_multiwindow.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_v3_main_mw3.npz""","""gemini-embedding-2-preview""",3,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/embedding/gemini_embedding2_v3_main_multiwindow.local.example.json,embedding,example,tracked,,,,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_v3_main_mw3.npz""","""gemini-embedding-2-preview""",3,30.0,768,,,,,,,,,,,,,,,,,,,,,,false,null,null,"""E:/Desktop/Echo/configs/embedding/gemini_api_key.local.txt"""
configs/pal/pal_v2_main_gemini_real.example.json,pal,example,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v2/interactions_v2_main.csv""",,,,,,,8,128,0.002,42,,false,,,,,,0.2,,0.5,0.2,0.05,,,,,1.0,,,,
configs/pal/pal_v2_main_gemini_simulated.example.json,pal,example,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v2/interactions_v2_main.csv""",,,,,,,8,128,0.002,42,,false,,,,,,0.2,,0.5,0.2,0.05,,,,,1.0,,,,
configs/pal/pal_v2_main_gemini_simulated.run.json,pal,run,local_or_ignored,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v2/interactions_v2_main.csv""",,,,,,,6,128,0.002,42,,false,,,,,,0.2,,0.5,0.2,0.05,,,,,1.0,,,,
configs/pal/pal_v2_main_gemini_tasks.example.json,pal,example,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v2/interactions_v2_main.csv""",,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
configs/pal/pal_v2_main_gemini_tasks.run.json,pal,run,local_or_ignored,,,"""E:/Desktop/Echo/storage/public/research_dataset_v2/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v2/interactions_v2_main.csv""",,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
configs/pal/pal_v3_main_gemini_real.example.json,pal,example,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main.csv""",,,,,,,8,128,0.002,42,,false,,,,,,0.2,,0.5,0.2,0.05,,,,,1.0,,,,
configs/pal/pal_v3_main_gemini_real.run.json,pal,run,local_or_ignored,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main.csv""",,,,,,,8,128,0.002,42,,false,,,,,,0.2,,0.5,0.2,0.05,,,,,1.0,,,,
configs/pal/pal_v3_main_gemini_tasks.example.json,pal,example,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main.csv""",,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
configs/pal/pal_v3_main_gemini_tasks.run.json,pal,run,local_or_ignored,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_main.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main.csv""",,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
configs/pal/pal_v4_main_culturemert_prepare.example.json,pal,example,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_culturemert_mw3.npz""",,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
configs/pal/pal_v4_main_culturemert_prepare.run.json,pal,run,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_culturemert_mw3.npz""",,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
configs/pal/pal_v4_main_culturemert_real.example.json,pal,example,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_culturemert_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/main/interactions_synth_mixed.csv""",,,,,,,8,128,0.002,42,,false,,,,,,0.2,,0.5,0.2,0.05,,,,,1.0,,,,
configs/pal/pal_v4_main_culturemert_real.run.json,pal,run,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_culturemert_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/main/interactions_synth_mixed.csv""",,,,,,,8,128,0.002,42,,false,,,,,,0.2,,0.5,0.2,0.05,,,,,1.0,,,,
configs/train/train_v3_culturemert_prepal_source.run.json,train,run,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""",,"""E:/Desktop/Echo/storage/pal/v3_main_prepal/pseudo_constraints_v1_mw3.jsonl""","""E:/Desktop/Echo/storage/models/dcas_full_v3_main_culturemert_open_prepal.pt""",,,,,10,128,0.002,42,,true,,,,,,0.15,,0.5,0.2,0.05,0.05,0.02,0.1,,1.0,,,,
configs/train/train_v3_culturemert_stage3.run.json,train,run,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_culturemert_v3_main_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v3/interactions_v3_main_mixed_mw3.csv""","""E:/Desktop/Echo/storage/pal/v3_main_prepal/pseudo_constraints_v1_mw3.jsonl""","""E:/Desktop/Echo/storage/models/dcas_full_v3_main_culturemert_stage3.pt""",,,,,10,128,0.002,42,,true,,,,,,0.15,0.12,0.5,0.2,0.05,0.05,0.02,0.1,4,1.0,,,,
configs/train/train_v3_gemini_prepal_source.run.json,train,run,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_v3_main_mw3.npz""",,"""E:/Desktop/Echo/storage/pal/v3_main_prepal/pseudo_constraints_v1.jsonl""","""E:/Desktop/Echo/storage/models/dcas_full_v3_main_gemini_open_prepal.pt""",,,,,10,128,0.002,42,,true,,,,,,0.15,,0.5,0.2,0.05,0.05,0.02,0.1,,1.0,,,,
configs/train/train_v3_gemini_prepal_source_harmonized.run.json,train,run,local_or_ignored,,,"""E:/Desktop/Echo/storage/public/research_dataset_v3/tracks_gemini_embedding2_v3_main_harmonized.npz""",,"""E:/Desktop/Echo/storage/pal/v3_main_prepal/pseudo_constraints_v1.jsonl""","""E:/Desktop/Echo/storage/models/dcas_full_v3_main_gemini_harmonized_open_prepal.pt""",,,,,10,128,0.002,42,,true,,,,,,0.15,,0.5,0.2,0.05,0.05,0.02,0.1,,1.0,,,,
configs/train/train_v4_main_culturemert.run.json,train,run,tracked,,,"""E:/Desktop/Echo/storage/public/research_dataset_v4/main/tracks_culturemert_mw3.npz""","""E:/Desktop/Echo/storage/public/research_dataset_v4/main/interactions_synth_mixed_culturemert_mw3.csv""",null,"""E:/Desktop/Echo/storage/models/dcas_full_v4_main_culturemert.pt""",,,,,10,128,0.002,42,,true,,,,,,0.0,0.12,0.5,0.2,0.05,0.05,0.02,0.1,4,1.0,,,,
